Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
10/20/2020,10/21/2020,Red Hook,RH,1983.67,704000.00,,257556,RT-qPCR - N1
10/20/2020,10/21/2020,Rockaway,RK,2720.19,1880000.00,,117991,RT-qPCR - N1
10/20/2020,10/21/2020,Tallman Island,TI,2225.84,1100000.00,,457817,RT-qPCR - N1
10/20/2020,10/21/2020,Wards Island,WI,3026.48,1650000.00,,1173448,RT-qPCR - N1
10/25/2020,10/26/2020,26th Ward,26W,1651.73,990000.00,,318262,RT-qPCR - N1
10/25/2020,10/26/2020,Bowery Bay,BB,2430.24,856000.00,,894311,RT-qPCR - N1
10/25/2020,10/26/2020,Coney Island,CI,2614.94,1100000.00,,647635,RT-qPCR - N1
10/25/2020,10/26/2020,Hunts Point,HP,2677.95,1460000.00,,781885,RT-qPCR - N1
10/25/2020,10/26/2020,Jamaica Bay,JA,1754.38,663000.00,,735054,RT-qPCR - N1
10/25/2020,10/26/2020,Newtown Creek,NC,2758.72,1540000.00,,1227810,RT-qPCR - N1
10/25/2020,10/26/2020,North River,NR,1707.78,854000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
10/25/2020,10/26/2020,Oakwood Beach,OB,3821.63,1390000.00,,243910,RT-qPCR - N1
10/25/2020,10/26/2020,Owls Head,OH,5717.80,2100000.00,,923524,RT-qPCR - N1
10/25/2020,10/26/2020,Port Richmond,PR,2419.30,903000.00,,224516,RT-qPCR - N1
10/25/2020,10/26/2020,Red Hook,RH,744.09,264000.00,,257556,RT-qPCR - N1
10/25/2020,10/26/2020,Rockaway,RK,1271.94,759000.00,,117991,RT-qPCR - N1
10/25/2020,10/26/2020,Tallman Island,TI,1796.57,756000.00,,457817,RT-qPCR - N1
10/25/2020,10/26/2020,Wards Island,WI,2014.40,1060000.00,,1173448,RT-qPCR - N1
10/27/2020,10/28/2020,26th Ward,26W,1927.10,1100000.00,,318262,RT-qPCR - N1
10/27/2020,10/28/2020,Bowery Bay,BB,3912.95,1330000.00,,894311,RT-qPCR - N1
10/27/2020,10/28/2020,Coney Island,CI,2216.12,873000.00,,647635,RT-qPCR - N1
10/27/2020,10/28/2020,Hunts Point,HP,6655.63,4270000.00,,781885,RT-qPCR - N1
10/27/2020,10/28/2020,Jamaica Bay,JA,2605.27,975000.00,,735054,RT-qPCR - N1
10/27/2020,10/28/2020,Newtown Creek,NC,3132.15,1720000.00,,1227810,RT-qPCR - N1
10/27/2020,10/28/2020,North River,NR,1723.28,862000.00,,649549,RT-qPCR - N1
10/27/2020,10/28/2020,Oakwood Beach,OB,3148.25,1110000.00,,243910,RT-qPCR - N1
10/27/2020,10/28/2020,Owls Head,OH,7189.04,2430000.00,,923524,RT-qPCR - N1
10/27/2020,10/28/2020,Port Richmond,PR,4568.27,1730000.00,,224516,RT-qPCR - N1
10/27/2020,10/28/2020,Red Hook,RH,5297.61,1970000.00,,257556,RT-qPCR - N1
10/27/2020,10/28/2020,Rockaway,RK,883.52,499000.00,,117991,RT-qPCR - N1
10/27/2020,10/28/2020,Tallman Island,TI,1621.31,682000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
10/27/2020,10/28/2020,Wards Island,WI,3665.30,1920000.00,,1173448,RT-qPCR - N1
11/01/2020,11/02/2020,26th Ward,26W,1576.61,1500000.00,,318262,RT-qPCR - N1
11/01/2020,11/02/2020,Bowery Bay,BB,4298.74,2480000.00,,894311,RT-qPCR - N1
11/01/2020,11/02/2020,Coney Island,CI,2389.84,1210000.00,,647635,RT-qPCR - N1
11/01/2020,11/03/2020,Hunts Point,HP,2302.21,1830000.00,,781885,RT-qPCR - N1
11/01/2020,11/02/2020,Jamaica Bay,JA,2492.37,1250000.00,,735054,RT-qPCR - N1
11/01/2020,11/02/2020,Newtown Creek,NC,2597.01,1940000.00,,1227810,RT-qPCR - N1
11/01/2020,11/02/2020,North River,NR,1673.29,1000000.00,,649549,RT-qPCR - N1
11/01/2020,11/02/2020,Oakwood Beach,OB,2844.50,1340000.00,,243910,RT-qPCR - N1
11/01/2020,11/02/2020,Owls Head,OH,7666.28,3490000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
11/01/2020,11/02/2020,Port Richmond,PR,2801.35,1690000.00,,224516,RT-qPCR - N1
11/01/2020,11/02/2020,Red Hook,RH,774.68,471000.00,,257556,RT-qPCR - N1
11/01/2020,11/03/2020,Rockaway,RK,452.40,341000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
11/01/2020,11/02/2020,Tallman Island,TI,1085.73,758000.00,,457817,RT-qPCR - N1
11/01/2020,11/02/2020,Wards Island,WI,4160.29,2860000.00,,1173448,RT-qPCR - N1
11/03/2020,11/04/2020,26th Ward,26W,3616.14,2310000.00,Sample processing method slightly different due to supply chain issues,318262,RT-qPCR - N1
11/03/2020,11/04/2020,Bowery Bay,BB,5347.88,1900000.00,Sample processing method slightly different due to supply chain issues,894311,RT-qPCR - N1
11/03/2020,11/04/2020,Coney Island,CI,1145.03,489000.00,Sample processing method slightly different due to supply chain issues,647635,RT-qPCR - N1
11/03/2020,11/04/2020,Hunts Point,HP,1974.41,1250000.00,Sample processing method slightly different due to supply chain issues,781885,RT-qPCR - N1
11/03/2020,11/04/2020,Jamaica Bay,JA,5794.20,2260000.00,Sample processing method slightly different due to supply chain issues,735054,RT-qPCR - N1
11/03/2020,11/04/2020,Newtown Creek,NC,1218.95,666000.00,Sample processing method slightly different due to supply chain issues,1227810,RT-qPCR - N1
11/03/2020,11/04/2020,North River,NR,4015.95,2010000.00,Sample processing method slightly different due to supply chain issues,649549,RT-qPCR - N1
11/03/2020,11/04/2020,Oakwood Beach,OB,2844.70,1130000.00,Sample processing method slightly different due to supply chain issues,243910,RT-qPCR - N1
11/03/2020,11/04/2020,Owls Head,OH,5323.39,1890000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,923524,RT-qPCR - N1
11/03/2020,11/04/2020,Port Richmond,PR,8488.20,3690000.00,Sample processing method slightly different due to supply chain issues,224516,RT-qPCR - N1
11/03/2020,11/04/2020,Red Hook,RH,4098.11,1590000.00,Sample processing method slightly different due to supply chain issues,257556,RT-qPCR - N1
11/03/2020,11/04/2020,Rockaway,RK,966.14,546000.00,Sample processing method slightly different due to supply chain issues,117991,RT-qPCR - N1
11/03/2020,11/04/2020,Tallman Island,TI,2738.84,1500000.00,Sample processing method slightly different due to supply chain issues,457817,RT-qPCR - N1
11/03/2020,11/04/2020,Wards Island,WI,3604.20,1950000.00,Sample processing method slightly different due to supply chain issues,1173448,RT-qPCR - N1
11/08/2020,11/09/2020,26th Ward,26W,4400.82,2690000.00,,318262,RT-qPCR - N1
11/08/2020,11/09/2020,Bowery Bay,BB,15235.99,5240000.00,,894311,RT-qPCR - N1
11/08/2020,11/09/2020,Coney Island,CI,10919.73,4730000.00,,647635,RT-qPCR - N1
11/08/2020,11/09/2020,Hunts Point,HP,6518.31,3980000.00,,781885,RT-qPCR - N1
11/08/2020,11/09/2020,Jamaica Bay,JA,11355.21,4480000.00,,735054,RT-qPCR - N1
11/08/2020,11/09/2020,Newtown Creek,NC,9340.65,4950000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
11/08/2020,11/09/2020,North River,NR,8429.98,3920000.00,,649549,RT-qPCR - N1
11/08/2020,11/09/2020,Oakwood Beach,OB,10367.80,3730000.00,,243910,RT-qPCR - N1
11/08/2020,11/09/2020,Owls Head,OH,12038.01,4320000.00,,923524,RT-qPCR - N1
11/08/2020,11/09/2020,Port Richmond,PR,12648.74,5080000.00,,224516,RT-qPCR - N1
11/08/2020,11/09/2020,Red Hook,RH,2185.86,849000.00,,257556,RT-qPCR - N1
11/08/2020,11/09/2020,Rockaway,RK,2071.97,1300000.00,,117991,RT-qPCR - N1
11/08/2020,11/09/2020,Tallman Island,TI,4168.53,1680000.00,,457817,RT-qPCR - N1
11/08/2020,11/09/2020,Wards Island,WI,8220.77,4330000.00,,1173448,RT-qPCR - N1
11/10/2020,11/11/2020,26th Ward,26W,5813.05,3330000.00,,318262,RT-qPCR - N1
11/10/2020,11/11/2020,Bowery Bay,BB,11976.92,4120000.00,,894311,RT-qPCR - N1
11/10/2020,11/11/2020,Coney Island,CI,4754.69,1980000.00,,647635,RT-qPCR - N1
11/10/2020,11/17/2020,Hunts Point,HP,645.73,372000.00,,781885,RT-qPCR - N1
11/10/2020,11/11/2020,Jamaica Bay,JA,11366.24,4250000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
11/10/2020,11/11/2020,Newtown Creek,NC,6375.44,3510000.00,,1227810,RT-qPCR - N1
11/10/2020,11/11/2020,North River,NR,7881.98,4080000.00,,649549,RT-qPCR - N1
11/10/2020,11/11/2020,Oakwood Beach,OB,7029.97,2560000.00,,243910,RT-qPCR - N1
11/10/2020,11/11/2020,Owls Head,OH,11225.83,4080000.00,,923524,RT-qPCR - N1
11/10/2020,11/11/2020,Port Richmond,PR,16314.11,6550000.00,,224516,RT-qPCR - N1
11/10/2020,11/11/2020,Red Hook,RH,9343.40,3630000.00,,257556,RT-qPCR - N1
11/10/2020,11/11/2020,Rockaway,RK,585.67,349000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
11/10/2020,11/11/2020,Tallman Island,TI,8765.79,3690000.00,,457817,RT-qPCR - N1
11/10/2020,11/11/2020,Wards Island,WI,8257.27,4400000.00,,1173448,RT-qPCR - N1
11/15/2020,11/16/2020,26th Ward,26W,2464.41,2310000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,318262,RT-qPCR - N1
11/15/2020,11/16/2020,Bowery Bay,BB,1600.66,898000.00,Sample processing method slightly different due to supply chain issues,894311,RT-qPCR - N1
11/15/2020,11/16/2020,Coney Island,CI,1733.05,913000.00,Sample processing method slightly different due to supply chain issues,647635,RT-qPCR - N1
11/15/2020,11/16/2020,Hunts Point,HP,4703.85,3510000.00,Sample processing method slightly different due to supply chain issues,781885,RT-qPCR - N1
11/15/2020,11/16/2020,Jamaica Bay,JA,18888.91,8790000.00,Sample processing method slightly different due to supply chain issues,735054,RT-qPCR - N1
11/15/2020,11/16/2020,Newtown Creek,NC,2296.27,1710000.00,Sample processing method slightly different due to supply chain issues,1227810,RT-qPCR - N1
11/15/2020,11/16/2020,North River,NR,815.13,440000.00,Sample processing method slightly different due to supply chain issues,649549,RT-qPCR - N1
11/15/2020,11/16/2020,Oakwood Beach,OB,2693.30,1160000.00,Sample processing method slightly different due to supply chain issues,243910,RT-qPCR - N1
11/15/2020,11/16/2020,Owls Head,OH,3418.09,1470000.00,Sample processing method slightly different due to supply chain issues,923524,RT-qPCR - N1
11/15/2020,11/16/2020,Port Richmond,PR,1681.35,1040000.00,Sample processing method slightly different due to supply chain issues,224516,RT-qPCR - N1
11/15/2020,11/16/2020,Red Hook,RH,985.28,633000.00,Sample processing method slightly different due to supply chain issues,257556,RT-qPCR - N1
11/15/2020,11/16/2020,Rockaway,RK,906.55,712000.00,Sample processing method slightly different due to supply chain issues,117991,RT-qPCR - N1
11/15/2020,11/16/2020,Tallman Island,TI,1741.35,1010000.00,Sample processing method slightly different due to supply chain issues,457817,RT-qPCR - N1
11/15/2020,11/16/2020,Wards Island,WI,2572.25,1550000.00,Sample processing method slightly different due to supply chain issues,1173448,RT-qPCR - N1
11/17/2020,11/18/2020,26th Ward,26W,4709.56,3130000.00,,318262,RT-qPCR - N1
11/17/2020,11/18/2020,Bowery Bay,BB,8786.50,3060000.00,,894311,RT-qPCR - N1
11/17/2020,11/18/2020,Coney Island,CI,3600.39,1860000.00,,647635,RT-qPCR - N1
11/17/2020,11/18/2020,Hunts Point,HP,4163.68,2480000.00,,781885,RT-qPCR - N1
11/17/2020,11/18/2020,Jamaica Bay,JA,3843.24,1460000.00,,735054,RT-qPCR - N1
11/17/2020,11/18/2020,Newtown Creek,NC,5830.33,3260000.00,,1227810,RT-qPCR - N1
11/17/2020,11/18/2020,North River,NR,4109.67,2030000.00,,649549,RT-qPCR - N1
11/17/2020,11/18/2020,Oakwood Beach,OB,3498.93,1550000.00,,243910,RT-qPCR - N1
11/17/2020,11/18/2020,Owls Head,OH,8488.47,2870000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
11/17/2020,11/18/2020,Port Richmond,PR,6783.54,2840000.00,,224516,RT-qPCR - N1
11/17/2020,11/18/2020,Red Hook,RH,4013.87,1560000.00,,257556,RT-qPCR - N1
11/17/2020,11/18/2020,Rockaway,RK,2098.43,1320000.00,,117991,RT-qPCR - N1
11/17/2020,11/18/2020,Tallman Island,TI,2573.37,1150000.00,,457817,RT-qPCR - N1
11/17/2020,11/18/2020,Wards Island,WI,5364.85,2820000.00,,1173448,RT-qPCR - N1
11/22/2020,11/23/2020,26th Ward,26W,9989.73,6250000.00,,318262,RT-qPCR - N1
11/22/2020,11/23/2020,Bowery Bay,BB,12422.03,4830000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
11/22/2020,11/23/2020,Coney Island,CI,5169.44,2180000.00,,647635,RT-qPCR - N1
11/22/2020,11/23/2020,Hunts Point,HP,8992.78,5720000.00,,781885,RT-qPCR - N1
11/22/2020,11/23/2020,Jamaica Bay,JA,11173.50,4290000.00,,735054,RT-qPCR - N1
11/22/2020,11/23/2020,Newtown Creek,NC,5481.04,3270000.00,,1227810,RT-qPCR - N1
11/22/2020,11/23/2020,North River,NR,10431.86,5160000.00,,649549,RT-qPCR - N1
11/22/2020,11/23/2020,Oakwood Beach,OB,2743.81,1060000.00,,243910,RT-qPCR - N1
11/22/2020,11/23/2020,Owls Head,OH,5310.50,2040000.00,,923524,RT-qPCR - N1
11/22/2020,11/23/2020,Port Richmond,PR,12185.59,5300000.00,,224516,RT-qPCR - N1
11/22/2020,11/23/2020,Red Hook,RH,7889.91,2930000.00,,257556,RT-qPCR - N1
11/22/2020,11/23/2020,Rockaway,RK,957.41,601000.00,,117991,RT-qPCR - N1
11/22/2020,11/23/2020,Tallman Island,TI,7163.39,3010000.00,,457817,RT-qPCR - N1
11/22/2020,11/23/2020,Wards Island,WI,9924.94,5350000.00,,1173448,RT-qPCR - N1
11/24/2020,11/25/2020,26th Ward,26W,10802.18,6750000.00,,318262,RT-qPCR - N1
11/24/2020,11/25/2020,Bowery Bay,BB,13481.68,4530000.00,,894311,RT-qPCR - N1
11/24/2020,11/25/2020,Coney Island,CI,5950.02,2840000.00,,647635,RT-qPCR - N1
11/24/2020,11/25/2020,Hunts Point,HP,10657.55,6400000.00,,781885,RT-qPCR - N1
11/24/2020,11/25/2020,Jamaica Bay,JA,16486.90,6170000.00,,735054,RT-qPCR - N1
11/24/2020,11/25/2020,Newtown Creek,NC,6555.07,3630000.00,,1227810,RT-qPCR - N1
11/24/2020,11/25/2020,North River,NR,6230.00,3080000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
11/24/2020,11/25/2020,Oakwood Beach,OB,14733.62,5670000.00,,243910,RT-qPCR - N1
11/24/2020,11/25/2020,Owls Head,OH,14167.41,4910000.00,,923524,RT-qPCR - N1
11/24/2020,11/25/2020,Port Richmond,PR,16923.20,6510000.00,,224516,RT-qPCR - N1
11/24/2020,11/25/2020,Red Hook,RH,6463.97,2400000.00,,257556,RT-qPCR - N1
11/24/2020,11/25/2020,Rockaway,RK,2785.21,1750000.00,,117991,RT-qPCR - N1
11/24/2020,11/25/2020,Tallman Island,TI,2902.86,1540000.00,,457817,RT-qPCR - N1
11/24/2020,11/25/2020,Wards Island,WI,8600.76,4580000.00,,1173448,RT-qPCR - N1
11/29/2020,11/30/2020,26th Ward,26W,9477.67,5930000.00,,318262,RT-qPCR - N1
11/29/2020,11/30/2020,Bowery Bay,BB,20669.12,7110000.00,,894311,RT-qPCR - N1
11/29/2020,11/30/2020,Coney Island,CI,37485.97,15800000.00,,647635,RT-qPCR - N1
11/29/2020,11/30/2020,Hunts Point,HP,15763.41,9550000.00,,781885,RT-qPCR - N1
11/29/2020,11/30/2020,Jamaica Bay,JA,5448.22,2090000.00,,735054,RT-qPCR - N1
11/29/2020,11/30/2020,Newtown Creek,NC,15279.89,8250000.00,,1227810,RT-qPCR - N1
11/29/2020,11/30/2020,North River,NR,7477.69,3570000.00,,649549,RT-qPCR - N1
11/29/2020,11/30/2020,Oakwood Beach,OB,14971.76,5870000.00,,243910,RT-qPCR - N1
11/29/2020,11/30/2020,Owls Head,OH,4830.04,1650000.00,,923524,RT-qPCR - N1
11/29/2020,11/30/2020,Port Richmond,PR,14272.44,5970000.00,,224516,RT-qPCR - N1
11/29/2020,11/30/2020,Red Hook,RH,6137.68,2180000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
11/29/2020,11/30/2020,Rockaway,RK,3372.24,2010000.00,,117991,RT-qPCR - N1
11/29/2020,11/30/2020,Tallman Island,TI,14808.19,6230000.00,,457817,RT-qPCR - N1
11/29/2020,11/30/2020,Wards Island,WI,9123.57,4740000.00,,1173448,RT-qPCR - N1
12/01/2020,12/02/2020,26th Ward,26W,6117.40,4380000.00,,318262,RT-qPCR - N1
12/01/2020,12/02/2020,Bowery Bay,BB,20411.37,7520000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
12/01/2020,12/02/2020,Coney Island,CI,9945.42,5190000.00,,647635,RT-qPCR - N1
12/01/2020,12/02/2020,Hunts Point,HP,7420.32,4940000.00,,781885,RT-qPCR - N1
12/01/2020,12/02/2020,Jamaica Bay,JA,18237.58,7280000.00,,735054,RT-qPCR - N1
12/01/2020,12/02/2020,Newtown Creek,NC,4655.69,2710000.00,,1227810,RT-qPCR - N1
12/01/2020,12/02/2020,North River,NR,5201.37,2630000.00,,649549,RT-qPCR - N1
12/01/2020,12/02/2020,Oakwood Beach,OB,5246.10,2300000.00,,243910,RT-qPCR - N1
12/01/2020,12/02/2020,Owls Head,OH,19180.48,6730000.00,,923524,RT-qPCR - N1
12/01/2020,12/02/2020,Port Richmond,PR,29724.73,14900000.00,,224516,RT-qPCR - N1
12/01/2020,12/02/2020,Red Hook,RH,4262.31,1580000.00,,257556,RT-qPCR - N1
12/01/2020,12/02/2020,Rockaway,RK,1970.01,1360000.00,,117991,RT-qPCR - N1
12/01/2020,12/02/2020,Tallman Island,TI,6422.38,3670000.00,,457817,RT-qPCR - N1
12/01/2020,12/02/2020,Wards Island,WI,11727.82,6840000.00,,1173448,RT-qPCR - N1
12/06/2020,12/07/2020,26th Ward,26W,11290.76,7790000.00,,318262,RT-qPCR - N1
12/06/2020,12/07/2020,Bowery Bay,BB,,,Analytical issue,894311,RT-qPCR - N1
12/06/2020,12/07/2020,Coney Island,CI,11944.32,6560000.00,,647635,RT-qPCR - N1
12/06/2020,12/07/2020,Hunts Point,HP,11142.75,7480000.00,,781885,RT-qPCR - N1
12/06/2020,12/07/2020,Jamaica Bay,JA,26162.72,10800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
12/06/2020,12/07/2020,Newtown Creek,NC,10454.55,5820000.00,,1227810,RT-qPCR - N1
12/06/2020,12/07/2020,North River,NR,6658.98,3290000.00,,649549,RT-qPCR - N1
12/06/2020,12/07/2020,Oakwood Beach,OB,14321.92,6560000.00,,243910,RT-qPCR - N1
12/06/2020,12/07/2020,Owls Head,OH,22153.41,7860000.00,,923524,RT-qPCR - N1
12/06/2020,12/07/2020,Port Richmond,PR,23405.07,11400000.00,,224516,RT-qPCR - N1
12/06/2020,12/07/2020,Red Hook,RH,10939.97,4250000.00,,257556,RT-qPCR - N1
12/06/2020,12/07/2020,Rockaway,RK,8315.44,5220000.00,,117991,RT-qPCR - N1
12/06/2020,12/07/2020,Tallman Island,TI,11747.13,6520000.00,,457817,RT-qPCR - N1
12/06/2020,12/07/2020,Wards Island,WI,14668.87,8130000.00,,1173448,RT-qPCR - N1
